institute,institute_code,course,category,cutoff_rank,year,round
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","3BG","8444","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","3BR","9482","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","GM","7369","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","GMK","7672","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","GMR","9414","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","SCG","22137","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","SCR","26488","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","STG","22450","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","STR","29445","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","1G","24078","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","1R","26152","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","2AG","22130","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","2AK","22927","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","2AR","25433","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","2BG","25478","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","3AG","18747","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","3AR","21348","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","3BG","19444","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","3BR","21056","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","GM","18263","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","GMK","20278","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","GMR","20888","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","SCG","56336","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","SCK","69062","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","SCR","69342","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","STG","51488","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","STK","79396","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EC Electronics","STR","71420","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","1G","47168","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","1K","72907","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","2AG","43135","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","2AR","46698","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","2BG","44598","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","2BR","83899","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","3AG","37595","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","3BG","43120","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","GM","35215","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","GMK","37910","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","GMR","42626","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","SCG","89899","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","SCR","102416","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EE Electrical","STG","94085","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","1G","61081","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","2AG","62899","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","2AK","92830","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","2AR","74016","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","2BG","83978","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","3AG","54343","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","3AR","72850","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","3BG","53749","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","GM","50524","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","GMK","75193","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","GMR","52439","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","SCG","154643","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","EI Elec. Inst. Engg","STG","188699","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","1G","46184","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","1R","79971","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","2AG","46768","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","2AR","50577","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","2BG","82602","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","2BR","96592","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","3AG","39207","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","3BG","38698","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","3BK","65834","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","GM","36712","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","GMK","47325","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","GMR","45937","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","SCG","117447","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","SCR","2011","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","STG","6615","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ET Elec. Telecommn. Engg.","STK","3372","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","IM Ind. Engg. Mgmt.","1G","95210","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","IM Ind. Engg. Mgmt.","2AG","104310","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","IM Ind. Engg. Mgmt.","2AR","1321","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","IM Ind. Engg. Mgmt.","2BG","1412","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","IM Ind. Engg. Mgmt.","2BK","4577","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","IM Ind. Engg. Mgmt.","3AK","86212","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","IM Ind. Engg. Mgmt.","3BK","97819","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ME Mechanical","1G","122355","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ME Mechanical","2AK","176897","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ME Mechanical","2AR","95662","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ME Mechanical","2BK","126374","2023","R1"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","ME Mechanical","2BR","97383","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","2AG","874","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","2BG","1876","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","2BK","4303","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","2BR","2190","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","3AG","1169","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","3BG","1213","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","GM","1107","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","GMR","2161","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","SCG","558","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","SCK","3175","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","SCR","1008","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","STG","10767","2023","R1"
"R. V. College of Engineering Bangalore","E005","AI Artificial Intelligence","STR","11742","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","2AG","6349","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","2BG","6753","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","3AG","13583","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","3BG","10210","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","GM","12553","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","SCG","3327","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","SCK","24887","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","SCR","12904","2023","R1"
"R. V. College of Engineering Bangalore","E005","BT Bio Technology","STG","22608","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","2AG","25967","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","2BG","28433","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","2BR","38205","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","3AG","20700","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","GM","19240","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","GMK","38667","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","SCG","17630","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","SCR","30465","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","STG","35311","2023","R1"
"R. V. College of Engineering Bangalore","E005","CE Civil","STR","65095","2023","R1"
"R. V. College of Engineering Bangalore","E005","CH Chemical","2BG","17230","2023","R1"
"R. V. College of Engineering Bangalore","E005","CH Chemical","3AG","30330","2023","R1"
"R. V. College of Engineering Bangalore","E005","CH Chemical","3BG","19987","2023","R1"
"R. V. College of Engineering Bangalore","E005","CH Chemical","3BR","32880","2023","R1"
"R. V. College of Engineering Bangalore","E005","CH Chemical","SCG","9856","2023","R1"
"R. V. College of Engineering Bangalore","E005","CH Chemical","SCK","30808","2023","R1"
"R. V. College of Engineering Bangalore","E005","CH Chemical","SCR","20760","2023","R1"
"R. V. College of Engineering Bangalore","E005","CH Chemical","STG","58987","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","2AG","658","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","2AR","1226","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","2BG","873","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","2BK","1659","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","2BR","1235","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","3AG","1100","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","3AR","3436","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","3BG","395","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","3BR","844","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","GM","501","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","GMR","731","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","SCG","242","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","SCK","1451","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","SCR","717","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","STG","2668","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","STK","11447","2023","R1"
"R. V. College of Engineering Bangalore","E005","CS Computers","STR","8829","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","2AG","1067","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","2BG","2195","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","2BR","2667","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","3AG","2508","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","3BG","1177","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","3BK","5075","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","GM","1266","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","SCG","620","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","SCR","2620","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","STG","13967","2023","R1"
"R. V. College of Engineering Bangalore","E005","CY CS- Cyber Security","STR","26998","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","2AG","2027","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","2BG","1779","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","2BR","2300","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","3AG","2221","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","3BG","659","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","GM","1029","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","SCG","456","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","SCK","2750","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","SCR","1299","2023","R1"
"R. V. College of Engineering Bangalore","E005","DS Comp. Sc. Engg- Data Sc.","STG","10583","2023","R1"
